Gender,Age,Average Weekly Exercise Hours,Health Consciousness Rating,Average Daily Screen Time,Social Media Influence Score,Number of Professional Trainings Attended,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
1,66,0.0888,4.3593,6.4984,2.9915,2.7328,0.0172,4.5135,19.2598,Health-Conscious
2,22,0.1183,4.4795,5.4575,3.9879,2.8358,0.0317,5.7772,21.4797,Health-Conscious
2,48,0.1895,5.1624,5.5204,4.4288,4.7691,0.0278,5.7964,93.1159,Health-Conscious
2,40,0.3766,0.6369,4.4914,5.1111,3.3756,0.0195,4.2149,32.5648,Eco-Friendly
2,47,0.0617,0.6855,7.1007,2.3151,1.1953,0.0087,1.6379,1.2982,Health-Conscious
2,30,0.0158,0.6483,7.469,7.2979,1.6575,0.0111,3.0874,7.1024,Fitness Enthusiast
1,32,0.0344,0.6718,2.544,2.3963,3.6365,0.0107,1.8741,32.2201,Eco-Friendly
1,25,0.0228,1.7573,2.7311,4.4099,3.6389,0.0119,3.2064,30.8189,Social Media Influencer
1,31,0.1918,5.4767,2.8446,3.2873,1.7082,0.0185,3.9636,5.4809,Health-Conscious
2,20,0.0757,5.8273,5.1621,2.2852,3.4343,0.0154,3.5652,33.5437,Health-Conscious
2,27,0.0656,1.7844,5.3614,2.5386,3.3986,0.0274,4.1143,34.642,Health-Conscious
1,33,0.003,0.6817,8.2705,3.4729,3.7454,0.0145,2.8287,55.0892,Social Media Influencer
1,51,0.0013,8.2171,1.8442,1.934,3.5186,0.0235,3.0557,27.4401,Health-Conscious
1,50,0.3957,0.6235,4.4829,2.818,3.5266,0.1837,2.8645,40.0324,Eco-Friendly
1,44,0.5541,0.5013,7.2105,7.8495,4.3702,1.0622,2.3388,70.5021,Eco-Friendly
1,41,0.0311,1.5423,3.1908,3.065,4.0028,0.0952,3.3447,49.0942,Social Media Influencer
1,46,0.1151,5.6649,2.4697,10.5988,1.6165,0.0085,5.166,4.9214,Health-Conscious
1,31,0.0734,0.7845,0.7082,2.9562,3.857,0.0166,2.1524,42.7853,Eco-Friendly
2,25,0.0828,0.6303,5.4499,4.3959,0.8288,0.0376,4.2092,1.4238,Eco-Friendly
2,30,1.832,4.6022,4.4889,11.1257,2.4343,0.0064,2.1616,14.3708,Fitness Enthusiast
2,27,0.1604,4.3332,3.1195,10.0191,3.843,0.0314,2.6318,43.856,Social Media Influencer
2,49,0.0941,0.6494,6.2834,3.2184,3.5344,0.032,3.6188,44.7534,Health-Conscious
1,51,0.0181,0.7218,3.1465,4.9284,4.6775,0.0162,4.8974,88.9439,Eco-Friendly
1,43,0.1169,1.3263,3.192,8.2414,4.913,0.0405,4.8014,87.9462,Health-Conscious
2,28,0.081,0.8173,1.2303,1.3287,4.2768,0.0095,1.5206,56.6855,Eco-Friendly
1,35,0.1399,0.6648,3.6344,7.1967,3.9601,0.0014,1.6205,45.3717,Health-Conscious
1,65,0.1743,0.5814,5.0281,2.201,4.5197,0.2442,2.2394,84.0029,Eco-Friendly
2,38,0.0225,2.6876,5.4163,1.2468,3.5523,0.0381,2.0502,36.5264,Health-Conscious
2,40,0.4321,1.7993,6.3963,4.0172,5.4153,0.7893,3.6207,101.4124,Fitness Enthusiast
2,34,0.4043,0.7843,4.6747,0.8146,5.8065,0.0063,0.4781,100.8543,Social Media Influencer
2,38,0.0552,0.811,3.6196,0.8547,4.7788,0.016,0.5561,93.1733,Eco-Friendly
2,23,0.0005,1.3564,6.1048,2.7231,2.2949,0.0337,2.1576,12.0267,Health-Conscious
2,42,0.1035,5.111,6.0653,2.3675,1.5087,0.0166,3.2314,5.6878,Health-Conscious
2,31,0.0227,0.6906,3.5937,3.2379,4.2047,0.7319,3.2154,60.7063,Eco-Friendly
1,22,0.1349,1.3721,5.8287,6.273,1.2302,0.004,3.8548,4.2166,Fitness Enthusiast
2,31,0.0753,1.2967,6.4767,16.8881,3.8946,0.0172,4.7173,58.4597,Health-Conscious
2,25,0.009,4.2947,5.834,4.0642,3.1081,0.0012,5.6091,27.3447,Health-Conscious
2,56,0.0732,3.4569,5.1891,3.1139,0.335,0.0222,3.9484,0.2072,Health-Conscious
1,54,0.0567,0.7048,6.3821,4.2139,3.625,0.0045,4.1724,46.6799,Eco-Friendly
1,24,0.0895,0.7418,3.6471,7.7801,4.7799,0.009,2.8739,89.0132,Health-Conscious
2,41,0.0261,0.7349,2.4056,3.5634,3.823,0.0011,2.9004,39.4522,Eco-Friendly
2,36,0.1203,0.7604,5.1468,5.2459,6.6447,0.0947,3.5817,100.1302,Eco-Friendly
1,60,0.0087,3.4774,4.4298,2.5178,5.4513,0.4194,4.6431,98.5137,Health-Conscious
2,30,0.184,2.8753,1.4068,1.2833,5.3091,0.0228,3.0028,84.3334,Health-Conscious
1,38,0.1241,0.643,4.5453,2.9596,3.8781,0.0105,2.8746,57.3533,Eco-Friendly
2,56,0.0768,2.5645,6.7676,10.7028,1.02,0.0001,2.4888,4.7672,Social Media Influencer
1,38,0.096,2.6928,4.5996,10.9307,4.5129,0.0094,3.443,86.0232,Health-Conscious
1,47,0.024,2.0958,3.0349,4.2547,5.1063,0.0111,4.888,96.4025,Health-Conscious
2,22,0.1117,0.8627,5.807,6.3246,2.6279,0.0119,4.9175,16.6044,Health-Conscious
2,51,0.0391,4.3084,4.819,4.4353,3.5777,0.0092,5.5672,36.8303,Health-Conscious
2,25,2.152,2.7062,4.6822,11.9222,2.242,0.7439,2.9884,12.044,Fitness Enthusiast
2,38,0.0435,0.7848,5.0121,4.0401,3.7742,0.0051,3.0201,47.1039,Eco-Friendly
2,34,0.0414,3.2043,4.7235,1.6629,5.8077,0.0189,2.6337,100.8731,Health-Conscious
2,32,0.1251,1.2557,5.6063,8.7456,3.8759,0.0307,4.6588,57.2332,Fitness Enthusiast
1,42,0.0359,0.6644,5.5951,2.4115,0.6751,0.0182,2.1056,2.0209,Social Media Influencer
2,28,0.0752,0.7473,7.7779,5.2431,2.4836,0.0039,4.9247,16.3569,Fitness Enthusiast
2,19,0.4168,2.9173,8.6134,6.3596,5.9699,0.3274,4.884,103.6618,Fitness Enthusiast
1,30,0.1968,1.1926,4.9397,8.4928,2.8623,0.0135,3.8753,19.7329,Health-Conscious
1,36,0.1607,0.7562,5.907,8.2075,4.2048,0.0003,3.3011,72.3569,Social Media Influencer
2,31,0.4662,0.3699,4.2863,9.5661,3.8305,1.1815,3.0022,46.5379,Fitness Enthusiast
2,36,0.9818,0.664,6.0223,5.772,1.2185,1.9152,4.4506,6.8576,Eco-Friendly
1,44,0.01,0.7393,6.0721,2.6238,0.9286,0.0032,2.2001,2.1756,Health-Conscious
2,31,1.7181,5.5145,4.4533,12.5444,0.7922,0.0009,2.4334,2.664,Fitness Enthusiast
1,39,0.4217,0.3851,0.8839,11.7479,3.3586,0.0001,2.1673,15.6771,Health-Conscious
2,28,0.0014,0.7278,4.8059,2.1439,1.3274,0.0099,1.7729,4.6741,Eco-Friendly
2,37,0.1394,0.6724,6.6251,5.0705,3.0042,0.0093,4.5944,28.5149,Eco-Friendly
1,50,0.008,0.4985,2.5804,9.3443,1.3025,1.4218,2.9045,4.4436,Social Media Influencer
2,23,0.5491,0.081,6.3552,15.2205,1.7961,0.0099,3.4659,9.594,Fitness Enthusiast
1,35,0.1132,3.5689,5.2273,3.1543,3.726,0.0177,4.1501,43.9017,Health-Conscious
2,38,0.0197,0.7482,2.948,3.9068,4.1058,0.0189,3.586,59.9939,Eco-Friendly
1,20,0.0045,3.3185,1.8785,4.1322,2.005,0.0308,4.6596,5.9184,Health-Conscious
2,32,3.2245,0.172,2.0565,10.7361,5.3273,0.0158,1.1145,89.9798,Eco-Friendly
1,43,0.1243,0.8661,4.1664,2.4144,3.7392,0.0159,2.6611,41.3678,Social Media Influencer
1,57,0.0407,3.668,4.8206,2.0092,3.4742,0.0235,3.1432,32.7517,Health-Conscious
2,26,0.0014,0.7204,2.2312,3.7154,4.5871,0.0166,1.2224,80.0453,Social Media Influencer
1,47,0.3998,4.5252,6.1356,12.1566,7.8949,0.0068,2.3129,100.9943,Eco-Friendly
2,59,0.0661,0.5747,0.9848,11.3266,4.4084,0.0029,3.6779,51.9216,Health-Conscious
2,37,0.0201,0.9193,3.0715,6.6166,3.736,0.0149,2.7526,37.2964,Social Media Influencer
2,44,0.0362,0.8905,3.4353,2.975,4.5476,0.0138,1.9837,87.0309,Eco-Friendly
1,37,0.06,0.7805,2.3078,2.1907,3.4472,0.0083,0.8898,27.418,Social Media Influencer
1,52,0.0223,0.672,5.5484,7.448,1.425,0.007,1.5421,6.0529,Social Media Influencer
1,34,0.0143,0.8302,4.5183,3.1612,5.3716,0.0301,2.4508,99.7825,Eco-Friendly
1,21,0.0234,0.7036,5.826,2.6411,3.7359,0.0203,2.3516,50.7608,Eco-Friendly
2,47,0.1922,0.7102,2.2478,5.1607,3.5023,0.0085,3.2879,32.7675,Eco-Friendly
1,32,0.096,2.8653,7.1242,6.0805,2.9119,0.0112,2.8527,26.9852,Health-Conscious
1,37,1.6724,4.6952,4.4164,5.8171,3.5018,0.0172,1.4175,33.9018,Fitness Enthusiast
1,32,0.1877,0.6569,6.6709,5.3495,1.7957,0.0252,6.2001,4.8279,Health-Conscious
2,32,0.0869,0.6942,5.832,5.0074,4.0884,0.0166,4.401,66.8978,Eco-Friendly
2,25,0.0395,0.6735,5.2309,3.7681,1.592,0.0099,3.9876,4.976,Health-Conscious
1,33,1.573,3.6427,2.9151,9.7968,3.8786,0.0222,1.8314,35.0886,Health-Conscious
2,25,0.7275,0.5697,3.9053,5.2059,3.8577,0.7275,4.0931,47.5795,Fitness Enthusiast
1,26,0.0916,6.6657,4.5969,3.5194,4.6628,0.0196,5.2458,91.0679,Health-Conscious
1,31,0.0397,4.0168,5.9384,4.6807,1.0508,0.0242,2.7402,4.9954,Social Media Influencer
2,24,0.0886,0.572,7.6901,4.5999,1.3448,0.0088,3.3749,7.3503,Eco-Friendly
2,42,0.0592,3.8447,1.3362,3.6904,1.6142,0.0129,4.4017,3.7881,Health-Conscious
1,45,0.1302,0.9732,3.8993,4.0363,3.5173,0.02,3.709,34.5268,Health-Conscious
1,29,0.1934,0.7591,2.1872,5.3046,4.8165,0.0194,3.7225,81.6705,Eco-Friendly
2,65,0.0104,6.2011,4.464,3.8339,3.7697,0.0201,4.6923,42.5219,Health-Conscious
1,20,0.0177,0.767,3.3703,2.3095,3.5309,0.0188,2.2856,34.0145,Eco-Friendly
1,25,0.037,1.621,3.6105,5.3912,4.0893,0.0036,3.0882,59.5123,Social Media Influencer
1,27,0.1167,0.7736,4.5567,5.132,2.8745,0.0103,1.5035,21.5715,Social Media Influencer
2,30,0.0768,0.536,5.2142,4.2737,1.6916,0.0231,4.3475,11.2618,Eco-Friendly
2,39,0.0675,4.3461,1.6058,2.1183,1.8206,0.0153,4.0567,3.3194,Fitness Enthusiast
1,33,0.0971,1.0098,8.0296,2.4851,2.9594,0.0199,2.1741,28.5003,Health-Conscious
1,20,0.0667,6.4241,5.5448,2.5092,3.6842,0.017,4.4166,42.3255,Health-Conscious
1,43,0.0683,0.7763,0.5444,4.4339,3.8977,0.0684,2.9225,36.6744,Eco-Friendly
2,51,0.1155,4.6302,4.1902,1.0656,3.3209,0.0219,2.3976,30.4207,Health-Conscious
2,47,0.9898,0.741,4.6814,1.685,2.0045,0.0124,1.8113,9.6264,Eco-Friendly
1,34,0.2445,0.5729,3.489,4.5067,0.0901,0.0033,1.6932,0.3891,Fitness Enthusiast
2,24,0.6137,0.8011,0.6907,9.7891,3.7099,0.0088,2.6123,22.6212,Fitness Enthusiast
2,38,0.1113,0.7518,6.5419,3.4809,4.0321,0.0073,3.3865,72.5837,Health-Conscious
2,51,0.0284,0.7209,2.7342,4.2938,3.6257,0.0241,3.849,34.2909,Eco-Friendly
2,30,0.1067,3.894,7.6514,6.5416,4.4283,0.0158,6.0583,92.1454,Health-Conscious
2,24,0.0535,8.1011,4.7289,1.7317,3.4605,0.0186,3.4775,34.4118,Health-Conscious
1,20,0.0588,0.5834,7.3215,8.0378,3.2593,0.0145,6.107,35.4601,Health-Conscious
1,57,0.0542,0.7221,1.8972,1.9928,2.633,0.0161,2.0546,15.0378,Eco-Friendly
2,32,0.0313,4.0883,3.9928,2.4258,3.6854,0.0397,3.9731,37.0917,Health-Conscious
1,44,0.128,0.8214,1.8458,4.0248,4.2205,0.0219,3.0933,51.448,Eco-Friendly
2,19,0.0448,1.6735,3.9061,3.0335,2.1961,0.0111,4.7803,9.2757,Health-Conscious
2,20,0.0292,1.0258,1.147,5.2371,3.9686,0.0114,5.3197,32.143,Health-Conscious
1,61,0.7521,1.8046,5.6827,10.5066,4.6676,1.4941,3.2904,76.5885,Fitness Enthusiast
2,33,0.1841,1.3217,6.8683,12.7766,3.3925,0.0366,3.7591,37.9237,Health-Conscious
1,35,0.1337,1.4347,5.9134,4.0411,4.2982,0.0085,4.8472,79.9832,Health-Conscious
1,37,0.0577,0.738,3.6969,3.3484,3.6344,0.2354,3.1729,43.9317,Eco-Friendly
2,33,0.152,1.5158,5.2847,12.3908,4.0822,0.1238,4.1061,62.194,Health-Conscious
1,58,0.0537,1.2131,6.3642,5.3008,3.4448,0.0188,3.9732,41.8251,Eco-Friendly
2,51,0.3514,0.809,4.5679,5.9568,5.9858,0.0309,5.2967,101.0864,Eco-Friendly
1,53,0.3946,0.2382,6.4301,7.9209,0.4309,0.0089,1.9257,0.9863,Fitness Enthusiast
2,35,0.1686,1.3363,4.6755,2.736,3.4369,0.0179,1.968,34.7165,Fitness Enthusiast
1,19,0.0942,0.5708,4.0555,6.5062,4.6277,1.3535,2.4364,66.5152,Eco-Friendly
1,30,0.0439,0.673,1.2675,6.9727,3.5256,0.0142,2.2357,24.2118,Eco-Friendly
1,60,0.0696,1.6413,8.7748,7.5463,2.7851,0.0312,3.5588,27.3813,Eco-Friendly
1,41,0.0429,0.7817,5.4504,3.8645,3.4243,0.0203,2.8224,39.4028,Eco-Friendly
1,31,0.6549,0.6369,5.2479,4.0492,4.1967,0.0014,3.6016,77.4918,Eco-Friendly
2,42,0.043,0.7363,2.1759,3.9221,5.7319,0.9505,4.275,101.0266,Social Media Influencer
2,50,0.938,1.4635,6.0333,7.6232,4.751,0.6062,3.2416,91.3644,Fitness Enthusiast
2,21,0.0611,1.8442,2.0187,4.931,4.0285,0.0319,3.5964,45.4402,Health-Conscious
1,20,1.0469,0.2312,6.1733,13.6381,3.1964,0.0012,2.5568,31.5124,Fitness Enthusiast
1,54,0.0439,0.7634,5.0739,7.1224,3.672,0.0285,6.6436,42.6057,Eco-Friendly
1,34,0.0292,0.9949,6.5928,3.6843,3.0039,0.0134,4.2376,27.9846,Health-Conscious
1,37,0.009,0.5508,4.8124,7.235,2.4328,0.0017,3.8537,13.4289,Social Media Influencer
1,24,0.012,0.7325,0.4689,5.0757,2.7105,0.0167,1.9897,13.3498,Eco-Friendly
1,27,0.181,3.2286,7.7519,1.4589,2.7285,0.0194,2.7521,23.143,Health-Conscious
1,24,0.3621,0.5619,4.3918,4.8817,3.4453,0.0169,3.471,38.2052,Eco-Friendly
1,27,0.1328,0.8102,4.8447,9.7576,3.0656,0.0235,2.7754,24.415,Health-Conscious
2,46,0.0582,0.6066,4.1161,4.7531,5.0049,1.4973,3.4958,85.9784,Eco-Friendly
2,30,0.0844,4.6055,2.5751,2.0127,5.8179,0.0102,3.1748,96.67,Health-Conscious
2,41,0.0466,1.017,3.4561,3.8066,4.9791,0.0135,1.8671,92.5742,Health-Conscious
2,33,0.0096,0.7717,2.4911,3.8887,4.0658,0.0359,3.5148,55.0243,Eco-Friendly
1,44,0.0762,1.3206,5.8562,3.8729,4.0838,0.8991,4.1225,63.4656,Health-Conscious
2,35,0.1664,4.1433,4.2988,8.1732,2.3811,0.0259,4.2296,10.3494,Health-Conscious
1,27,0.0736,0.9184,4.8339,5.9942,3.8152,0.0065,3.1508,49.766,Health-Conscious
2,38,0.0272,4.3461,2.802,4.2502,0.7579,0.0203,5.6157,0.7402,Health-Conscious
2,24,0.2842,4.5295,5.0462,3.7309,6.0275,0.0137,3.4772,99.3698,Fitness Enthusiast
2,61,0.1557,0.6152,3.606,2.4165,2.5707,0.0052,2.0071,17.499,Eco-Friendly
2,30,0.0354,0.6418,4.5558,5.7274,0.8069,0.0041,4.188,1.1847,Health-Conscious
1,32,0.0015,1.9516,4.6144,2.4804,3.8458,0.0338,3.1306,44.9893,Health-Conscious
1,38,0.1066,3.1841,11.9094,3.5728,4.4784,0.0282,4.0518,95.146,Health-Conscious
2,43,0.0061,0.6714,2.6501,4.572,3.6257,0.8526,4.4589,39.004,Eco-Friendly
1,43,0.0565,0.9695,10.2174,8.9407,0.629,0.6162,2.4533,2.6262,Eco-Friendly
1,44,0.4463,1.5365,2.2484,5.8725,2.9216,0.4187,2.6076,15.8833,Fitness Enthusiast
1,26,0.0742,0.6539,4.8756,5.3637,3.7378,0.0101,3.4875,46.6489,Eco-Friendly
2,21,0.0121,0.8473,1.3675,7.1498,3.4911,0.0365,5.1439,24.3473,Eco-Friendly
1,48,0.1031,1.8224,6.9923,8.5975,0.0658,0.0014,3.7811,0.4757,Fitness Enthusiast
1,68,0.03,0.9064,8.484,10.1428,3.1788,0.0051,2.6394,35.35,Social Media Influencer
2,46,0.0483,0.8053,4.125,4.0837,2.6223,0.0357,3.1013,16.0106,Eco-Friendly
1,36,0.0718,0.7745,5.483,5.069,3.8415,0.014,3.645,54.0198,Health-Conscious
1,64,0.0414,0.7208,5.4453,3.0245,2.6124,0.0373,3.0213,24.3727,Social Media Influencer
1,19,0.0214,0.7222,4.6389,2.5896,4.7247,0.3384,2.6042,87.0731,Eco-Friendly
1,33,0.0635,3.041,8.4016,3.0433,2.9197,0.0138,4.1204,29.2814,Health-Conscious
1,23,0.6521,0.7794,3.8331,0.8639,3.5158,0.0075,1.1117,35.7075,Eco-Friendly
2,22,0.0236,5.4876,5.4762,3.3214,3.5776,0.0203,5.0494,39.4093,Health-Conscious
2,62,0.1766,0.7966,2.5293,2.9861,6.263,0.0302,2.9251,100.3634,Eco-Friendly
2,42,0.0122,0.707,6.2056,4.0453,0.6397,0.0115,3.0716,3.4845,Health-Conscious
1,35,0.052,0.9984,8.9888,4.6603,1.3542,0.0123,1.3177,5.8118,Eco-Friendly
2,41,0.0717,2.4803,4.6087,2.636,2.2753,0.0015,4.5255,9.1543,Health-Conscious
1,42,0.0344,0.709,4.9379,6.2663,1.0488,0.005,6.0833,2.5434,Health-Conscious
2,28,0.0738,3.1453,3.5674,9.7556,4.154,0.0088,3.3568,57.6374,Health-Conscious
1,35,0.092,6.4085,7.4857,2.4491,3.5542,0.0104,3.6569,43.4676,Health-Conscious
2,53,0.0697,0.7977,5.4581,3.5815,2.6699,0.027,3.3538,16.7082,Health-Conscious
2,27,0.0243,0.757,4.5148,4.4851,3.7379,0.0041,3.0927,43.6964,Eco-Friendly
2,36,0.049,4.6845,2.7702,2.9514,3.6531,0.0062,3.5857,30.1764,Health-Conscious
2,44,0.318,0.6979,7.8311,4.4098,4.4977,1.1653,4.3585,73.1582,Fitness Enthusiast
1,35,0.0173,0.6379,3.2975,6.2484,5.0028,1.2706,5.246,81.4325,Eco-Friendly
2,22,0.0556,0.591,3.4249,4.4384,2.8392,0.0013,3.6374,18.8254,Eco-Friendly
2,23,0.1011,2.153,5.5812,2.3841,2.6882,0.0189,3.9582,15.5042,Health-Conscious
2,62,0.3925,0.7624,3.516,4.7111,5.3126,0.0025,2.9643,98.8316,Eco-Friendly
1,30,0.0762,1.0026,7.6463,3.616,3.695,0.0324,3.4514,51.5964,Health-Conscious
1,44,0.0372,0.6117,2.9206,9.0918,1.032,0.0013,2.8174,1.4312,Eco-Friendly
2,29,0.5302,0.6568,2.8489,9.0369,1.3054,0.0226,4.2903,5.0692,Social Media Influencer
1,45,0.0081,2.977,5.5242,7.2978,5.1409,0.0446,2.5303,98.2121,Social Media Influencer
1,47,0.0568,0.698,2.8874,2.8966,3.6197,0.0084,2.6419,32.3714,Eco-Friendly
2,30,0.9235,0.4919,2.4121,18.416,1.3138,0.031,2.7465,6.0743,Social Media Influencer
2,44,0.048,0.9655,6.9646,5.6445,4.2429,0.0157,5.119,86.24,Health-Conscious
2,37,0.1271,3.0447,5.5511,4.1482,3.3728,0.0235,3.8959,34.9569,Health-Conscious
1,43,0.1172,0.8987,7.497,3.4207,3.6772,0.0323,2.4501,50.5783,Eco-Friendly
2,34,2.4376,1.8156,7.3075,9.7629,4.9626,0.5042,2.6213,99.8027,Fitness Enthusiast
2,32,0.0688,0.7213,9.5073,2.6873,3.0835,0.0113,2.2719,29.6921,Eco-Friendly
2,33,0.0057,1.4264,2.848,4.4758,3.3632,0.0166,4.6874,26.2553,Health-Conscious
1,20,0.1226,0.8032,3.1398,3.9225,4.2812,1.0161,3.2908,58.8596,Eco-Friendly
1,50,1.2906,0.0765,5.6032,12.598,0.3456,0.0049,2.4294,1.2076,Fitness Enthusiast
1,32,0.161,3.208,5.927,6.7098,3.5788,0.0141,5.3141,42.5161,Health-Conscious
2,42,0.0454,1.2267,8.2505,6.2708,3.7347,0.0127,5.2657,55.9825,Health-Conscious
2,59,0.5846,6.1709,2.5299,1.9845,4.2212,0.0086,3.2137,60.7001,Health-Conscious
2,32,0.4927,0.1449,3.9536,12.5508,3.2393,0.0099,2.0592,27.3818,Fitness Enthusiast
2,28,3.8298,2.6552,5.2611,11.3873,3.9503,1.5605,2.5474,53.3806,Fitness Enthusiast
1,21,0.0217,0.726,0.6113,3.0085,3.035,0.0031,2.4224,14.8057,Eco-Friendly
2,29,0.0016,0.733,2.8707,2.5158,4.9176,0.0101,1.8942,89.5059,Health-Conscious
1,21,0.1532,0.9995,5.3037,9.8069,4.9946,0.0162,4.7941,100.6883,Fitness Enthusiast
1,36,0.1602,4.7347,4.8481,10.3437,4.1286,0.0541,2.1399,67.1931,Eco-Friendly
2,29,1.0214,0.1133,2.5827,11.5754,3.9601,1.2252,2.2637,41.296,Fitness Enthusiast
1,19,0.0358,0.6816,3.7988,5.3122,3.7713,0.0754,4.6589,43.3052,Eco-Friendly
2,50,0.0501,1.4219,0.9527,10.758,5.3931,0.0043,4.1547,83.5294,Health-Conscious
1,37,0.782,0.3253,6.9274,13.2107,2.577,1.5117,3.9722,22.5656,Fitness Enthusiast
1,56,0.1772,5.9116,4.833,2.8908,4.4291,0.0339,4.6841,85.5238,Health-Conscious
2,23,0.06,4.565,6.7146,6.7843,3.429,0.0173,5.218,40.2313,Health-Conscious
2,30,0.0655,0.736,6.1692,4.1588,4.1972,0.0354,2.7676,75.4316,Eco-Friendly
2,50,0.4612,1.027,1.991,2.7428,5.1381,0.0576,2.0597,88.7352,Social Media Influencer
2,36,0.6086,0.8507,1.8508,5.0624,3.6394,0.0121,3.8822,36.4615,Eco-Friendly
1,46,0.0009,0.7015,1.2586,2.8778,1.9151,1.4461,2.3112,9.8649,Eco-Friendly
1,31,1.4278,0.0996,0.9355,18.4999,2.4921,0.006,1.9029,9.545,Fitness Enthusiast
1,25,0.9199,0.7135,3.4831,1.0069,4.2856,0.0025,0.8541,73.8031,Eco-Friendly
1,32,0.1166,0.911,6.761,3.161,2.6324,0.0222,2.9621,18.0198,Health-Conscious
1,42,1.312,0.7786,5.3766,3.2977,3.0017,0.012,2.9528,23.0078,Eco-Friendly
1,39,0.1441,0.6595,9.627,6.3445,1.0111,0.0143,4.777,4.584,Eco-Friendly
2,44,0.0808,0.7778,6.4796,3.8579,2.8286,0.0099,2.8185,23.2848,Eco-Friendly
1,38,0.2174,0.7485,7.613,3.8176,2.3341,0.0164,3.257,16.1392,Eco-Friendly
1,38,0.0164,0.7038,2.2577,5.4803,4.4295,0.0263,5.067,74.1598,Health-Conscious
1,21,0.0441,0.7213,2.5381,3.3955,4.4369,0.0001,3.0941,79.1858,Eco-Friendly
1,28,0.1671,0.589,4.0571,3.5854,5.3403,1.8784,2.098,94.0101,Eco-Friendly
2,59,0.0179,0.6763,1.451,3.5956,1.9204,0.0057,2.6127,6.1757,Eco-Friendly
2,40,0.2074,0.8077,2.996,5.7763,3.0197,0.0111,3.2095,22.044,Social Media Influencer
2,28,0.0979,2.088,7.496,12.4269,3.1278,0.0293,3.1852,31.668,Social Media Influencer
1,34,0.0947,0.72,6.3548,0.6987,6.3928,0.0305,0.8317,101.8275,Fitness Enthusiast
2,31,0.0287,0.7423,4.4322,1.5827,3.3322,0.0069,1.4229,30.3672,Health-Conscious
2,26,0.2238,2.0316,4.4179,3.4019,4.7618,0.0207,3.5909,93.3355,Health-Conscious
2,42,0.3328,0.8549,4.5912,3.5025,4.813,0.0175,3.1666,97.309,Eco-Friendly
1,38,0.0694,0.7701,7.9244,3.9017,3.4816,0.0141,2.8934,44.6938,Eco-Friendly
1,44,0.1988,1.5337,1.5067,11.4788,5.0144,0.0012,4.3341,83.555,Health-Conscious
2,37,0.0473,1.8627,1.081,4.3827,3.2109,0.0236,3.9877,17.539,Health-Conscious
1,27,0.1223,3.3251,4.216,1.0697,1.9467,0.0138,2.1653,5.5355,Health-Conscious
2,41,0.0385,2.5846,7.1544,4.1239,2.5145,0.0264,5.6508,14.1446,Health-Conscious
1,37,0.0442,0.6014,6.0886,4.1491,4.5123,0.0143,4.1414,98.0572,Health-Conscious
2,47,0.0256,1.3648,5.8916,3.5218,3.034,0.0604,3.9376,26.0867,Health-Conscious
1,20,0.0544,0.742,1.9157,1.6296,1.9849,0.0069,1.8844,4.0425,Health-Conscious
2,20,0.0034,0.7492,4.363,2.8465,2.5727,0.0124,2.4257,13.7601,Eco-Friendly
1,27,2.4347,5.0316,4.5943,11.0446,3.1686,1.1684,1.8897,32.8145,Fitness Enthusiast
1,25,0.0198,0.6262,7.8692,7.0093,2.6251,1.0669,5.6225,22.1823,Social Media Influencer
2,32,0.0245,3.2649,5.2482,2.5032,3.2821,0.0429,3.7632,30.6721,Health-Conscious
2,49,0.1138,0.6515,6.8453,6.2479,4.5719,0.0067,4.4418,96.7397,Health-Conscious
2,20,0.0144,3.7824,4.5591,2.7638,1.4262,0.0038,4.6914,3.6787,Health-Conscious
1,36,0.1021,3.2796,3.0394,2.7205,4.0144,0.6666,4.7851,44.6729,Health-Conscious
1,27,0.0674,0.607,4.0839,5.2804,2.623,0.5496,4.5516,18.3852,Eco-Friendly
1,47,0.2077,1.5433,1.8502,10.2491,3.1872,0.0147,3.4632,19.8549,Fitness Enthusiast
2,54,1.104,2.5334,0.8776,12.9009,3.7458,0.0128,2.257,23.2393,Fitness Enthusiast
1,37,0.0548,0.8132,7.2478,2.9103,2.3502,0.0095,3.2026,12.5644,Eco-Friendly
2,53,0.1567,3.8894,5.7593,4.7378,3.3356,0.6376,4.5313,38.5154,Fitness Enthusiast
2,26,0.0258,0.7561,1.0799,2.4592,2.1125,0.0186,2.4811,6.1607,Eco-Friendly
2,66,0.1232,0.6253,5.2637,5.0026,4.9149,0.0117,2.9464,93.4354,Health-Conscious
2,37,0.0465,0.484,8.3907,4.3754,4.0568,0.0334,4.3227,81.088,Social Media Influencer
1,50,0.3026,3.5137,3.5357,9.7725,3.27,0.0179,4.2765,24.0095,Health-Conscious
2,35,0.0658,0.8126,2.1932,4.4589,3.5389,0.0016,3.1748,29.4074,Eco-Friendly
1,58,0.0352,1.5855,1.0359,3.5169,3.9995,0.0133,4.8369,30.5674,Health-Conscious
1,51,0.0323,5.0618,2.8431,2.0915,3.1906,0.0003,3.5123,19.2211,Health-Conscious
2,69,0.1901,0.7401,6.5704,3.5288,3.8577,0.0625,2.4843,53.705,Eco-Friendly
1,43,0.0112,0.6602,3.849,10.2784,4.7289,0.0138,1.7918,94.0192,Social Media Influencer
